Batch,beneficiary,managedAmount,startTime,endTime,periods,revocable,releaseStartTime,vestingCliffTime
4,0x7d41f19267A17e15908ed950D893E26EE8Fb697E,105277.55,1684771200,1700672400,1,2,0,0
4,0xc4c451224695d375395aA98FDD64110348c2640E,122290,1684771200,1700672400,1,2,0,0
5,0xDa8E435d1659558a8813EADf36945bE8041D7374,43002.05,1684771200,1700672400,1,2,0,0
5,0x92254E03437b3733912Fd74C98f590b038E38379,123490.5,1684771200,1700672400,1,2,0,0
5,0x8f689a83Dd52EAa1D5AD6A40C46189b4A0d70b06,129834.25,1684771200,1700672400,1,2,0,0
5,0xCcB9A031f8b68d68Af74d24F3D056325C4540eB0,101158.75,1684771200,1700672400,1,2,0,0
5,0x8E80fC7b0e9Ec0b8934350B35903388db9030096,142889.6,1684771200,1700672400,1,2,0,0
5,0x8E6e4fC81Acb9cC43fb9de081cB213c1B82502Ce,26455.1,1684771200,1700672400,1,2,0,0
5,0x0De60f09C29E35C0E6Cab9060377E56cCC7A5E66,2959.32,1684771200,1700672400,1,2,0,0
5,0x081076bc1B250650F009bf802425eC4979569a59,119350.84,1684771200,1700672400,1,2,0,0
5,0x2559fb686aa1b9d070e43337a7db2DB275FEC582,0,1684771200,1700672400,1,2,0,0
5,0x9341D2cC2101787eCdf4d94C560D55d0e2720633,94467.8,1684771200,1700672400,1,2,0,0
5,0x8B0A7643F7A880Cb635A5Ed1AD96817C6eb39800,11454.8,1684771200,1700672400,1,2,0,0
5,0xc55E417aB6216c8d6CA2EC3cFd6C76bA40D24930,10891.3,1684771200,1700672400,1,2,0,0
5,0x8aC0E148492475574211C949866d0D85489F45B6,126308.7,1684771200,1700672400,1,2,0,0
5,0x8a9521d7B8e0c2DebC9764AaFaF51741b7829ecA,63011.55,1684771200,1700672400,1,2,0,0
5,0x934AA1913245B39d2bC3c50AF7D839F3c3a9952B,77928.2,1684771200,1700672400,1,2,0,0
5,0x9ca5cAD58cEb4B57fB7A5FfbE1e51D5a99FA5226,2730,1684771200,1700672400,1,2,0,0
5,0xC1b9d1e1aC7AAd95842Af30084b1e74Ad5DEEE74,138285.7,1684771200,1700672400,1,2,0,0
5,0x09efd0d038dab6aDf8436118DBD51b117B50d4F3,140033.25,1684771200,1700672400,1,2,0,0
5,0xe7DB0D2384587956ef9d47304E96236022cCE3Af,61882.1,1684771200,1700672400,1,2,0,0
5,0xFa041a74Ab4e7b4aD5b1f067C49058f592A2CE40,127318.45,1684771200,1700672400,1,2,0,0
5,0x87CE3029Ec54CD4232240a788Cf07ad910886C99,84467.6,1684771200,1700672400,1,2,0,0
5,0x3a62E8bd030c0C5cB83ea680cabE30023dd13ECC,85382.5,1684771200,1700672400,1,2,0,0
5,0x326cB2a2510F1d9d7E454EAA950F9526D95806b8,50442,1684771200,1700672400,1,2,0,0
5,0x8344016c249c05eCea4b6BD59A7B92724614FF94,144229.75,1684771200,1700672400,1,2,0,0
5,0x821318d8fEe7bc30b170716DdF6C04774ADa156A,154066.15,1684771200,1700672400,1,2,0,0
5,0xCA278cB118eb29F97BA640eBF5D0E9e405c4f849,109282.6,1684771200,1700672400,1,2,0,0
5,0x0e9Bc802Db793f7e0Ad5CC1fe107a66cC1026a58,45383.1,1684771200,1700672400,1,2,0,0
5,0x09ccaA023d2B2dAF3C23273ABDdE64ceC3a01781,101151.12,1684771200,1700672400,1,2,0,0
5,0x5389E53cF0c5582abB07F2E9e362D5f641456439,132069.7,1684771200,1700672400,1,2,0,0
5,0x809D1F262Dc5d871Eb156747BC957962993909F5,128815.75,1684771200,1700672400,1,2,0,0
5,0x80451B373f865F8143Ee6A75445228c6c097aE7e,77419.09,1684771200,1700672400,1,2,0,0
5,0xFB9A97817E3dc08c07bc50D2bAF80EAD28B44626,95984.7,1684771200,1700672400,1,2,0,0
5,0x3a5d9e242B7eF824C60F24Ac23DAa68859964543,3472.56,1684771200,1700672400,1,2,0,0
5,0x7f848049a1AE0570A03979489AdC1e035C7e557c,78296.05,1684771200,1700672400,1,2,0,0
5,0x7F3F7B7D70B510A885296f28568777CDAde8C5e6,57337,1684771200,1700672400,1,2,0,0
5,0xbFd5af9E2e50dcFeE8b80124Fd49EcB201e56a41,83100.5,1684771200,1700672400,1,2,0,0
5,0x920A9bDEfeC0AC9C97678C2178bF19430fA68e46,121339.75,1684771200,1700672400,1,2,0,0
5,0x7e5B67023c2Ce0Ab8Be438e9Ec6e36ceCD7cC573,53022.9,1684771200,1700672400,1,2,0,0
5,0x16faa6e97AeC501Eb03D692eb5751e37519cDBb3,89390,1684771200,1700672400,1,2,0,0
5,0x55F6d8f137eD4DCFe3369dceF69C8cE7D52149B9,101226.3,1684771200,1700672400,1,2,0,0
5,0xCB05D22e54Ea48Eacc744B3CBb90f9b81C6845d5,102251.8,1684771200,1700672400,1,2,0,0
5,0x7928d16De9A11BB1e9c7EbED00b65c44c96A5f86,103695.55,1684771200,1700672400,1,2,0,0
6,0x791f4Dac8Aa0bf033C7956831AEebeec82AF8f12,124942.3,1684771200,1700672400,1,2,0,0
6,0xF2608980e5499a811E61eB51E610C5a4D1D22E49,61133.8,1684771200,1700672400,1,2,0,0
6,0xC50C13d713B18F353260Ce8287118A660e5e3d7b,128951.2,1684771200,1700672400,1,2,0,0
6,0x12F7384525E552D64D11Fe0C8911D918e54E76f3,36358.7,1684771200,1700672400,1,2,0,0
6,0xf3d2BaE54313a3991b086D93576d953D0baE7241,8441.16,1684771200,1700672400,1,2,0,0
6,0x757b40f2CDd612c4D566b1f8B2c9A4Af2A862074,172316.9,1684771200,1700672400,1,2,0,0
6,0x76340a7C034195C61a04ca70c26fA40C53562925,109293.8,1684771200,1700672400,1,2,0,0
6,0x748aefb5c1C30C4a4ea963a6C49E90c00Bdca15B,77932.75,1684771200,1700672400,1,2,0,0
6,0xe272231709df60CA50D0fF29fD4694a59c9C3fA2,119096.25,1684771200,1700672400,1,2,0,0
6,0x735b85c939cA8ebD407Eca85A6580Be30E5136Cf,86371.95,1684771200,1700672400,1,2,0,0
6,0xe39D76148eFbB1947E9c92BA16ecC2B4156aF406,101639.3,1684771200,1700672400,1,2,0,0
6,0x7239B1896ad2b6A9D3aA6C4B12D8993E78fb67Dc,9700.6,1684771200,1700672400,1,2,0,0
6,0x3a52ad1a705B3e586B9595EB35319c165544D6f2,133328.65,1684771200,1700672400,1,2,0,0
6,0x70fB225898021D08511515Aa9520741ed3153143,111726.58,1684771200,1700672400,1,2,0,0
6,0x704F48f8265844AC0a2BE63c95DfE9384A862570,127976.45,1684771200,1700672400,1,2,0,0
6,0x6fb74B16645466A5F614fD80Fb04fCB07CFb4E74,67816.7,1684771200,1700672400,1,2,0,0
6,0x6f6Dd5E112e38850F6f4dd8028792b5fc9e3c667,83078.1,1684771200,1700672400,1,2,0,0
6,0x6E54595363b20a0296B1C3b430FcB4c822D00C20,107874.48,1684771200,1700672400,1,2,0,0
6,0x4da42D441842906FD882787C4EcBb9850d477c1f,115176.6,1684771200,1700672400,1,2,0,0
6,0x157391076ae1B71Eb58ED5199C8a5237C0Ba5427,125276.2,1684771200,1700672400,1,2,0,0
6,0xF1519B198DAE77C062805C58F8Abc9f67BAA6Bc8,50417.5,1684771200,1700672400,1,2,0,0
6,0x6B351C6093dEBB19Db7E8Aa6B6009e62CE05442b,141960,1684771200,1700672400,1,2,0,0
6,0xdFDC7b671148762f707F80810beB0Ed4c79b5f33,129727.5,1684771200,1700672400,1,2,0,0
6,0x2a07e7F34377370B40D499a29DF08221c7a2036A,106069.6,1684771200,1700672400,1,2,0,0
6,0x83c08193d9F5BDAEB7C36c95B93878C86fD0F2bE,74269.3,1684771200,1700672400,1,2,0,0
6,0x1b7c31284CC315E404E75d00Aecb785EE461539E,2730,1684771200,1700672400,1,2,0,0
6,0x681eEb8ac0216742c17CE83c42B8dC2C4cFb5571,136659.25,1684771200,1700672400,1,2,0,0
6,0x64b1C4F237D0882C32d9959fECbf17F66F412811,123652.55,1684771200,1700672400,1,2,0,0
6,0x65E17Ebc9fE2681560F381b5Db92DdA4c017AebD,96388.25,1684771200,1700672400,1,2,0,0
6,0x65a077ebD29e5e7eD8997a4B923Dc7dbdb7c98A3,75307.75,1684771200,1700672400,1,2,0,0
6,0x83068dcFb9D495FFc1AA44e0248cDC7f4B9957Fe,39471.6,1684771200,1700672400,1,2,0,0
6,0xb24909682Bc69f41171f107281EDDb0e26ffC75a,30299.5,1684771200,1700672400,1,2,0,0
6,0x641bcD1F80570dF8A8f2349321EC58cF6C875D06,178579.45,1684771200,1700672400,1,2,0,0
6,0xD85EEBf7C4ACcf1A3d823E83CA5E6DB5A5E9B3B1,120548.96,1684771200,1700672400,1,2,0,0
6,0x0874e792462406dc12EE96b75E52A3BdbBA3a123,52382.4,1684771200,1700672400,1,2,0,0
6,0x61C713fF1Fda089188f7B450DF224d1B96467E21,76769,1684771200,1700672400,1,2,0,0
